Name	Date	TweetCount
Kari Lake	20220327	9
Joseph Addabbo	20220327	1
Cindy Maxwell-Ostdiek	20220327	2
Ron DeSantis	20220327	1
Rebecca Kleefisch	20220327	4
Michelle Ostrelich	20220327	2
Anna Kaplan	20220327	1
Kristin Roers	20220327	2
Elijah Reichlin-Melnick	20220327	3
Geoff Diehl	20220327	6
Marco Battaglia	20220327	49
Jen Jordan	20220327	5
Jose M. Serrano	20220327	1
Malia Cohen	20220327	1
Gavin Newsom	20220327	1
Karen McCracken	20220327	3
Ana Maria Archila	20220327	17
Tiffany Shedd	20220327	2
James Gisondi	20220327	19
Stacey Abrams	20220327	20
Bee Nguyen	20220327	7
Chris Pappas	20220327	1
Beto O'Rourke	20220327	32
Brooke Elizabeth Lierman	20220327	1
Tony Evers	20220327	2
Derrick Van Orden	20220327	21
Nan Whaley	20220327	4
Elise Nieshalla	20220327	1
Pete Seat	20220327	1
Derek Schmidt	20220327	1
Carol Blood	20220327	6
Abigail Spanberger	20220327	1
George Dungan III	20220327	1
Will Martin	20220327	4
Joseph Griffo	20220327	1
Tony Vargas	20220327	9
Kris Mayes	20220327	3
Karl Catarata	20220327	3
Lynn Barry Mariano	20220327	1
Kyle Yudes	20220327	4
Thomas Quiter	20220327	4
Marco Lopez	20220327	4
Stefano Forte	20220327	4
Kandiss Taylor	20220327	3
Vickie Sawyer	20220327	1
Gary Votour	20220327	1
Pamela Helming	20220327	1
Burt Jones	20220327	4
Kristi L. Noem	20220327	2
Jumaane Williams	20220327	8
Jill Tokuda	20220327	1
Christian Amato	20220327	3
Ashwani Jain	20220327	1
Amaro Lionheart	20220327	11
Gordana Schifanelli	20220327	21
John Joseph Mercadante	20220327	2
Dianna Ploss	20220327	2
Robert Vaillancourt	20220327	3
Dee Watson	20220327	1
Jim Pillen	20220327	4
David Shestokas	20220327	1
Jeffrey Powell	20220327	3
Sheila Reid-Shaver	20220327	8
Jessica Kordas	20220327	1
Jamaal Bailey	20220327	2
Paul Pate	20220327	1
Paul Gosar	20220327	2
Josh Shapiro	20220327	27
Themis Klarides	20220327	1
Eric Lesser	20220327	1
Steve Chabot	20220327	1
Latasha Fields	20220327	8
Zephyr Teachout	20220327	3
Lauren Boebert	20220327	60
Larry Sharpe	20220327	2
Marjorie Taylor Greene	20220327	116
Terri Pickens Manweiler	20220327	4
Shannon Teresi	20220327	1
Diego Morales	20220327	1
Thomas Massie	20220327	1
Diana DiZoglio	20220327	2
Daniel Patterson	20220327	3
Steve Marshall	20220327	1
Yuh-Line Niou	20220327	18
Andrew Giuliani	20220327	1
Laura Montoya	20220327	7
Jesse Gibson	20220327	11
Matt Salmon	20220327	3
Janet Dudding	20220327	3
Chris Powell	20220327	5
Angelito Tenorio	20220327	1
Sabina Matos	20220327	2
Dana Nessel	20220327	2
Liz Cheney	20220327	7
Brian Kavanagh	20220327	2
Daniel Uhlfelder	20220327	46
Kathy Hochul	20220327	8
Michael L. Fitzgerald	20220327	1
Greg Abbott	20220328	30
Alessandra Biaggi	20220328	10
Brad Raffensperger	20220328	7
Pat Dowell	20220328	1
Gary Votour	20220328	9
Kathy Hoffman	20220328	1
Jumaane Williams	20220328	10
Anna Valencia	20220328	1
Karl Catarata	20220328	5
Jesse Gibson	20220328	3
Alexi Giannoulias	20220328	2
Kyle Yudes	20220328	9
Zach Conine	20220328	1
Stephanie Justice	20220328	5
Cindy Axne	20220328	4
Thomas Quiter	20220328	2
Nancy Navarro	20220328	1
Susana Mendoza	20220328	6
Anthony Sabatini	20220328	11
Darren Bailey	20220328	1
Stefano Forte	20220328	11
Kay Ivey	20220328	2
Kandiss Taylor	20220328	4
Michael Lazzara	20220328	2
Chris Doughty	20220328	1
Kelly Schulz	20220328	8
George Borrello	20220328	1
Frank LaRose	20220328	3
Peter Franchot	20220328	11
Lauren Boebert	20220328	109
Natasha Marcus	20220328	3
Tami Gouveia	20220328	5
Leslie Osborn	20220328	1
Jay Kleberg	20220328	1
Sonia Chang-Diaz	20220328	3
Michael Stading	20220328	2
Peter Harckham	20220328	5
Errol Webber	20220328	11
Terri Pickens Manweiler	20220328	9
Gavin Newsom	20220328	18
Aruna Miller	20220328	5
Vittoria Fariello	20220328	4
Kristopher Dahir	20220328	1
Angelito Tenorio	20220328	2
Tiffany Shedd	20220328	1
Destiny Scott Wells	20220328	5
Stacey Abrams	20220328	9
Scott Neely	20220328	26
Kevin Rinke	20220328	2
Bee Nguyen	20220328	10
Nellie Gorbea	20220328	2
Bob Evnen	20220328	2
Steve Marshall	20220328	2
Darren Jackson	20220328	1
Kellie Warren	20220328	1
Fabian Donate	20220328	1
Joe Jaworski	20220328	15
Kristi L. Noem	20220328	4
Kevin Stitt	20220328	4
Beau LaFave	20220328	4
Jeff Jackson	20220328	1
Kari Lake	20220328	27
Michelle Lujan Grisham	20220328	2
Clyde Vanel	20220328	1
Geoff Diehl	20220328	2
Gretchen Whitmer	20220328	10
Cindy Maxwell-Ostdiek	20220328	3
Ashwani Jain	20220328	3
Paul Gosar	20220328	2
J.B. Pritzker	20220328	3
Tami Carlone	20220328	1
Anna Kaplan	20220328	9
Kwame Raoul	20220328	1
Rebecca Kleefisch	20220328	7
Keith Boehm	20220328	1
Aaron Del Mar	20220328	1
Steve Sisolak	20220328	9
Gordana Schifanelli	20220328	18
Harry Wilson	20220328	1
David Shestokas	20220328	3
Frederic Schultz	20220328	87
Michael Trimble	20220328	1
Randy Feenstra	20220328	2
Katie Hobbs	20220328	7
Ned Lamont	20220328	9
Thomas O'Mara	20220328	9
Ken Paxton	20220328	7
Renee Knake Jefferson	20220328	1
Paul Pate	20220328	3
Jena Griswold	20220328	1
Daphne Jordan	20220328	8
Reginald Bolding	20220328	1
Steve Chabot	20220328	4
Juliana Stratton	20220328	4
Kim Owens	20220328	1
Ayanna Pressley	20220328	1
Taylor Sappington	20220328	5
Heidi Drygas	20220328	1
Lanhee Chen	20220328	3
Jocelyn Benson	20220328	5
Avery Bourne	20220328	1
Annette Taddeo	20220328	50
Ashley Hinson	20220328	6
Beto O'Rourke	20220328	41
Nikki Fried	20220328	9
Kim Reynolds	20220328	1
Nancy Pelosi	20220328	73
John Barge	20220328	1
Greg Lopez	20220328	1
Peggy Flanagan	20220328	4
Delilah Barrios	20220328	3
Glenn Hegar	20220328	3
Lawrence Wasden	20220328	1
Shelley Mayer	20220328	1
Will Ainsworth	20220328	1
Tim Grady	20220328	6
Brad Little	20220328	3
Kathy Hochul	20220328	7
Chris Powell	20220328	6
Larry Sharpe	20220328	10
Paul LePage	20220328	1
Kimberly Yee	20220328	1
Steve Carlson	20220328	103
Simcha Felder	20220328	1
Lauren Kuby	20220328	3
Karoline Leavitt	20220328	5
George P. Bush	20220328	6
Heidi Ganahl	20220328	2
Gary Swing	20220328	4
Monica Stabbert	20220328	16
Derrick Van Orden	20220328	8
Joe Biden	20220328	179
Nan Whaley	20220328	19
Ben Vig	20220328	1
Frank Hughes Jr.	20220328	13
Jerrold Nadler	20220328	1
Derek Schmidt	20220328	3
Constance Every	20220328	3
Cisco Aguilar	20220328	1
Timothy M. Kennedy	20220328	1
Kathy Manning	20220328	3
Laura Montoya	20220328	1
Paul Marsh	20220328	4
Shannon Teresi	20220328	2
Michelle Hinchey	20220328	2
David Perdue	20220328	5
Wes Moore	20220328	10
Shawn Keenan	20220328	2
Themis Klarides	20220328	1
Gary Rabine	20220328	1
Bennie Thompson	20220328	63
Joe Lombardo	20220328	1
Ilhan Omar	20220328	3
Shirley Weber	20220328	2
J. Gustavo Rivera	20220328	2
Tim Echols	20220328	4
Sheila Reid-Shaver	20220328	6
Paul Sand	20220328	7
Latasha Fields	20220328	1
Kaiali'i Kahele	20220328	2
Kim Crockett	20220328	1
Lee Zeldin	20220328	7
Tim Walz	20220328	2
Cynthia Mendes	20220328	1
Angel Vasquez	20220328	1
Michael L. Fitzgerald	20220328	1
Stephanie Trussell	20220328	2
Aramis Ayala	20220328	2
Kevin Nicholson	20220328	9
Lance Christensen	20220328	4
Abraham Hamadeh	20220328	7
Keith Faber	20220328	1
Mike Naig	20220328	2
Tom McClintock	20220328	1
Elise Stefanik	20220328	36
Joe Cunningham	20220328	4
Dana Nessel	20220328	15
Paola Tulliani-Zen	20220328	1
Charles Calenda	20220328	1
Joy Hofmeister	20220328	2
Rob Astorino	20220328	1
James Gisondi	20220328	18
Michelle Udall	20220328	2
Christina Bohannan	20220328	1
Luis Daniel Muñoz	20220328	2
Ron DeSantis	20220328	11
Alison Esposito	20220328	5
Sarah Huckabee Sanders	20220328	9
Mariannette Miller-Meeks	20220328	10
Dominic Rapini	20220328	1
Jon Baron	20220328	4
Rick Stewart	20220328	1
Robert Vaillancourt	20220328	1
Lisa Ellis	20220328	5
Diana DiZoglio	20220328	3
Pam Whitaker	20220328	1
Mark Gordon	20220328	1
Richard Michael DeWine	20220328	2
Doug Wardlow	20220328	2
Janet Dudding	20220328	2
Andrea Stewart-Cousins	20220328	2
Brooke Elizabeth Lierman	20220328	10
Malia Cohen	20220328	1
Cherlyn Arrington	20220328	2
Peter Oberacker	20220328	1
Chris Dempsey	20220328	4
Trey Delap	20220328	1
Matthew DePerno	20220328	7
Joseph Griffo	20220328	1
Jon Husted	20220328	5
Matt Gaetz	20220328	4
Brian Dahle	20220328	1
Michelle Ostrelich	20220328	1
Josh Kaul	20220328	3
Toby Ann Stavisky	20220328	1
Rob Sand	20220328	3
Tom Suozzi	20220328	3
John Fredrickson	20220328	1
Christian Amato	20220328	9
Carol Blood	20220328	1
Dianna Ploss	20220328	1
James Michael Bowers	20220328	1
Daniel Patterson	20220328	4
Jesse Sullivan	20220328	5
Charlie Crist	20220328	31
Tyler Lee	20220328	7
Vance Day	20220328	2
Lisa Guzman	20220328	5
Dan Patrick	20220328	1
Ana Maria Archila	20220328	12
Yuh-Line Niou	20220328	87
Marco Battaglia	20220328	48
Jeremy Joseph	20220328	1
Andrew W. Gould	20220328	1
Mitchell Robinson	20220328	20
Tina Kotek	20220328	6
Marjorie Taylor Greene	20220328	85
Mike Garcia	20220328	3
Matt Birk	20220328	2
Jena Nelson	20220328	2
Brenda Nelson-Porter	20220328	12
Richard Hudson	20220328	1
Daniel Uhlfelder	20220328	61
Sarah Stogner	20220328	29
Patricia Spearman	20220328	2
Linda Lee Tarver	20220328	6
Phil Weiser	20220328	7
Ryan Graham	20220328	77
Cheryl Stephens	20220328	1
Eric Lesser	20220328	6
Jim Pillen	20220328	7
Rodney Glassman	20220328	1
Jose M. Serrano	20220328	1
Quentin Palfrey	20220328	27
Tony Evers	20220328	3
Aaron Sims	20220328	1
Doug Mastriano	20220328	12
Diego Morales	20220328	3
Deidre DeJear	20220328	1
Machaela Cavanaugh	20220328	1
Marco Lopez	20220328	5
Douglas F. Gansler	20220328	6
Pamela Pugh	20220328	2
Eric Toney	20220328	5
Pamela Helming	20220328	3
Jay Chaudhuri	20220328	1
John Joseph Mercadante	20220328	2
Brian Kavanagh	20220328	2
Lora Hubbel	20220328	1
Mark Miloscia	20220328	1
Mark Ronchetti	20220328	2
Amaro Lionheart	20220328	5
Charlie Bailey	20220328	1
Josh Shapiro	20220328	39
Vickie Sawyer	20220328	2
Catherine C. O'Malley	20220328	14
Sabina Matos	20220328	1
Burt Jones	20220328	1
Letitia James	20220328	17
Valerie Foushee	20220328	1
Lou Leon Guerrero	20220328	2
Tina Peters	20220328	1
Ricky Dale Harrington Jr.	20220328	1
Lisa Grafstein	20220328	1
Andrew Giuliani	20220328	7
Jeff Woolford	20220328	3
John Milhiser	20220328	3
Robert Ortt	20220328	9
Rushern Baker III	20220328	2
Jamaal Bailey	20220328	1
Matt Salmon	20220328	6
JB Smiley Jr.	20220328	7
Maura Healey	20220328	3
Mike Frerichs	20220328	3
John Mannion	20220328	1
Liz Cheney	20220328	15
Robin Ficker	20220328	1
Dawn Buckingham	20220328	2
Elijah Reichlin-Melnick	20220328	3
Jared Polis	20220328	2
Adrian Fontes	20220328	16
John Macco	20220328	1
Richard Sessoms	20220328	2
Rochelle Garza	20220328	1
Patrick Starnes	20220328	1
John Milhiser	20220329	1
Anthony Sabatini	20220329	23
Stephanie Justice	20220329	1
Bennie Thompson	20220329	82
Christian Amato	20220329	3
Bob Stefanowski	20220329	7
Shirley Weber	20220329	3
Clark Jolley	20220329	1
Daniel McKee	20220329	1
Tom Suozzi	20220329	4
Zach Conine	20220329	1
Kris Mayes	20220329	1
Michele Fiore	20220329	1
Rodney Glassman	20220329	2
Tony Mattivi	20220329	1
George Borrello	20220329	2
Jeremy Joseph	20220329	1
Steve Marshall	20220329	2
Stefano Forte	20220329	12
Brian Kemp	20220329	4
Joe Cunningham	20220329	2
Marco Lopez	20220329	3
Terrie Wood	20220329	1
Reginald Bolding	20220329	2
Jeff Jackson	20220329	4
Nancy Navarro	20220329	5
Tina Peters	20220329	1
Clyde Vanel	20220329	1
Thomas Quiter	20220329	4
Tim Walz	20220329	3
Gary Rabine	20220329	1
Robert Ortt	20220329	10
Luke Warford	20220329	3
Richard Michael DeWine	20220329	9
Lauren Kuby	20220329	1
Karl Catarata	20220329	2
Doug Mastriano	20220329	21
Kevin Rinke	20220329	2
Jeffrey Powell	20220329	4
Paul Schimpf	20220329	1
Henry McMaster	20220329	3
Daphne Jordan	20220329	15
Sergio Alcubilla	20220329	1
Brad Little	20220329	3
Sarah Huckabee Sanders	20220329	4
Roger Roth	20220329	1
Ashwani Jain	20220329	1
Diego Morales	20220329	7
Eric Toney	20220329	10
Kevin Stitt	20220329	5
Wilton Simpson	20220329	1
Dana Nessel	20220329	34
Brian Dahle	20220329	2
William Timmons	20220329	1
Joe Biden	20220329	246
Jesse Gibson	20220329	2
John Liu	20220329	1
Joe Lombardo	20220329	2
Quentin Palfrey	20220329	6
Maritza Bond	20220329	2
Larry Sharpe	20220329	4
John Joseph Mercadante	20220329	1
Steve Carlson	20220329	53
Hugh Weathers	20220329	1
Richard Sessoms	20220329	28
Peggy Flanagan	20220329	1
Douglas F. Gansler	20220329	2
Helena Foulkes	20220329	2
Matt Salmon	20220329	10
Tudor Dixon	20220329	4
Rochelle Garza	20220329	3
Nancy Pelosi	20220329	50
Kirk Penner	20220329	1
Kim Reynolds	20220329	3
Shannon Teresi	20220329	2
Maura Healey	20220329	4
Jim Pillen	20220329	1
Ellen Spiegel	20220329	1
Liz Cheney	20220329	46
Jumaane Williams	20220329	12
Kimberly Yee	20220329	2
Karoline Leavitt	20220329	5
Thomas O'Mara	20220329	13
Andrew Giuliani	20220329	2
Robin Ficker	20220329	3
Latasha Fields	20220329	5
Jocelyn Benson	20220329	8
Frederic Schultz	20220329	160
Wanda James	20220329	1
Amaro Lionheart	20220329	5
Ayanna Pressley	20220329	10
Phil Berger	20220329	1
Ryan Walters	20220329	1
Michael Trimble	20220329	1
Catherine C. O'Malley	20220329	2
Glenn Hegar	20220329	4
Pam Whitaker	20220329	3
Annette Taddeo	20220329	46
Michael L. Fitzgerald	20220329	1
Josh Shapiro	20220329	39
Adrian Fontes	20220329	11
David Shestokas	20220329	1
Betsy Johnson	20220329	1
Dave Yost	20220329	5
Ilhan Omar	20220329	15
Lisa Guzman	20220329	6
Cindy Axne	20220329	4
Kathy Hochul	20220329	18
Anna Valencia	20220329	2
Daniel Uhlfelder	20220329	103
Tim Grady	20220329	14
Austin Davis	20220329	2
Angelito Tenorio	20220329	7
Eric Lesser	20220329	5
Ryan Graham	20220329	26
Paul LePage	20220329	1
Sara Rodriguez	20220329	2
Deb Goldberg	20220329	1
Chris Sununu	20220329	1
Themis Klarides	20220329	2
Heidi Ganahl	20220329	2
Jay Kleberg	20220329	9
Dee Watson	20220329	1
Derek Schmidt	20220329	5
Cisco Aguilar	20220329	1
Yuh-Line Niou	20220329	99
Peter Harckham	20220329	5
George Dungan III	20220329	1
Julie Ellsworth	20220329	1
Gordana Schifanelli	20220329	18
Carol Blood	20220329	2
Janet Dudding	20220329	2
Paul Gosar	20220329	3
Marjorie Taylor Greene	20220329	96
Chris Powell	20220329	2
John Barge	20220329	3
Raul Torrez	20220329	1
Robert Vaillancourt	20220329	5
Trey Delap	20220329	1
Avery Bourne	20220329	1
Beto O'Rourke	20220329	46
Cynthia Mendes	20220329	12
Frank LaRose	20220329	3
Elise Stefanik	20220329	59
George P. Bush	20220329	5
Christina Bohannan	20220329	5
Charles Calenda	20220329	2
Paul Pate	20220329	14
Mariannette Miller-Meeks	20220329	8
Steve Chabot	20220329	4
Lauren Boebert	20220329	86
Shelley Mayer	20220329	2
Stephanie Trussell	20220329	2
Jon Baron	20220329	3
Daniel Patterson	20220329	2
Richard Hudson	20220329	2
Paola Tulliani-Zen	20220329	1
Peter Oberacker	20220329	2
Frank Hughes Jr.	20220329	8
Dominic Rapini	20220329	8
Paul Sand	20220329	9
Matt Birk	20220329	2
James Gisondi	20220329	32
Timothy McMaster	20220329	4
Ben Vig	20220329	1
Elise Nieshalla	20220329	1
Deirdre Dickson-Gilbert	20220329	1
Gregg Amore	20220329	1
Matthew DePerno	20220329	5
Mitchell Robinson	20220329	27
Brad Raffensperger	20220329	7
Paul Marsh	20220329	2
Rick Stewart	20220329	2
Joseph Griffo	20220329	1
Fabian Donate	20220329	1
Jerrold Nadler	20220329	15
Rachel May	20220329	3
Karen McCracken	20220329	1
Gavin Newsom	20220329	7
Malia Cohen	20220329	2
Chelsea Clark	20220329	9
John Kellner	20220329	1
Lena Epstein	20220329	1
Andrew W. Gould	20220329	2
Tina Kotek	20220329	5
Bee Nguyen	20220329	26
Gary Swing	20220329	45
Katie Hobbs	20220329	11
Ana Maria Archila	20220329	28
Charlie Crist	20220329	18
Shiry Sapir	20220329	1
Angel Vasquez	20220329	1
Christine Drazan	20220329	1
Stacey Abrams	20220329	67
Wes Moore	20220329	8
Brenda Nelson-Porter	20220329	8
Ken Paxton	20220329	23
Abraham Hamadeh	20220329	9
Mike Garcia	20220329	2
Susan Hays	20220329	1
Derrick Van Orden	20220329	15
Phil Weiser	20220329	1
Holli Sullivan	20220329	2
Sean Ewing	20220329	3
Taylor Sappington	20220329	6
Nan Whaley	20220329	35
Pat Dowell	20220329	1
Eleni Kounalakis	20220329	1
Alexi Giannoulias	20220329	1
Michelle Hinchey	20220329	6
Joyce Krawiec	20220329	1
Michelle Lujan Grisham	20220329	4
Harry Wilson	20220329	2
Gary Votour	20220329	8
Maggie Toulouse Oliver	20220329	1
Keith Boehm	20220329	1
Cindy Maxwell-Ostdiek	20220329	1
Joseph Addabbo	20220329	1
Errol Webber	20220329	8
Letitia James	20220329	70
Timothy Ramthun	20220329	1
Aruna Miller	20220329	1
Patricia Spearman	20220329	4
Destiny Scott Wells	20220329	4
Tim Baxter	20220329	3
Jared Polis	20220329	2
Peter Franchot	20220329	9
Tami Gouveia	20220329	2
Tony Evers	20220329	6
Skyler Johnson	20220329	5
Ernie Watson	20220329	1
Ricky Dale Harrington Jr.	20220329	9
Abigail Spanberger	20220329	6
Matt Hackenburg	20220329	1
Scott Neely	20220329	10
Brooke Elizabeth Lierman	20220329	8
Valerie Foushee	20220329	2
Vance Day	20220329	1
Jason Martin	20220329	1
Machaela Cavanaugh	20220329	4
Kyle Yudes	20220329	5
Leroy Comrie	20220329	2
Michael Stading	20220329	1
Karen DuBois-Walton	20220329	1
Matt Gaetz	20220329	163
Jose M. Serrano	20220329	1
Susana Mendoza	20220329	7
Rushern Baker III	20220329	3
Darren Bailey	20220329	2
Kay Ivey	20220329	1
Kelly Schulz	20220329	1
John Mannion	20220329	2
Sonia Chang-Diaz	20220329	3
J.B. Pritzker	20220329	6
Dawn Grove	20220329	1
Kandiss Taylor	20220329	11
Elijah Reichlin-Melnick	20220329	2
Scott Schwab	20220329	2
Joe Jaworski	20220329	10
Deidre DeJear	20220329	3
Kwame Raoul	20220329	1
Michael Lazzara	20220329	1
Gretchen Whitmer	20220329	7
Anna Kaplan	20220329	4
Dan Patrick	20220329	5
Sheila Reid-Shaver	20220329	2
Andrew Lanza	20220329	1
Lisa Ellis	20220329	4
J. Gustavo Rivera	20220329	8
Moira McCabe	20220329	3
Lawrence Wasden	20220329	4
Sarah Stogner	20220329	14
Nikki Fried	20220329	3
Steve Sisolak	20220329	9
Greg Lopez	20220329	2
Kari Lake	20220329	31
Alison Esposito	20220329	9
Randy Feenstra	20220329	3
Kathy Manning	20220329	1
Chris Dempsey	20220329	5
Chris Winters	20220329	2
Vickie Sawyer	20220329	3
Andrea Stewart-Cousins	20220329	3
Janet T. Mills	20220329	3
Ashley Hinson	20220329	12
Alessandra Biaggi	20220329	7
Mark Ronchetti	20220329	1
Jon Husted	20220329	5
Jena Griswold	20220329	1
Rey Herrera	20220329	2
Juliana Stratton	20220329	4
Kristi L. Noem	20220329	6
Ron DeSantis	20220329	16
Joy Hofmeister	20220329	3
Ned Lamont	20220329	12
Kaiali'i Kahele	20220329	2
David Toland	20220329	1
Geoff Diehl	20220329	1
Burt Jones	20220329	1
Tyler Lee	20220329	3
Ashley B. Moody	20220329	1
Jesse Sullivan	20220329	4
Tim Echols	20220329	5
Dawn Buckingham	20220329	3
James Clyburn	20220329	5
Keith Faber	20220329	1
Michelle Ugenti-Rita	20220329	1
Jeff Weninger	20220329	1
Greg Abbott	20220329	24
Pamela Helming	20220329	1
Delilah Barrios	20220329	8
Beau LaFave	20220329	1
Rob Sand	20220329	2
Michelle Ostrelich	20220329	1
Angie Lauritsen	20220329	6
Marco Battaglia	20220329	42
Lance Christensen	20220329	14
Pamela Pugh	20220329	3
Jen Jordan	20220329	17
Kevin Nicholson	20220329	7
Lee Zeldin	20220329	18
JB Smiley Jr.	20220329	8
David Perdue	20220329	18
Rebecca Kleefisch	20220329	2
Derek Schmidt	20220330	10
Marco Lopez	20220330	15
Jose M. Serrano	20220330	1
Jennifer Hicks	20220330	2
Roxanne Persaud	20220330	1
Brock Weber	20220330	1
Lance Christensen	20220330	15
Sonia Chang-Diaz	20220330	7
Elijah Reichlin-Melnick	20220330	5
Kristi L. Noem	20220330	3
Sherry Menor-McNamara	20220330	1
Michelle Ostrelich	20220330	1
Kandiss Taylor	20220330	1
Dawn Grove	20220330	2
Larry Sharpe	20220330	2
Quentin Palfrey	20220330	1
Maggie Toulouse Oliver	20220330	1
Kaiali'i Kahele	20220330	3
Peter Franchot	20220330	4
George Borrello	20220330	1
Tony Mattivi	20220330	1
Frederic Schultz	20220330	73
Shirley Weber	20220330	1
Pamela Helming	20220330	3
Ayanna Pressley	20220330	6
Catherine C. O'Malley	20220330	2
Skyler Johnson	20220330	1
Kyle Sefcik	20220330	2
Tony Evers	20220330	8
Brooke Elizabeth Lierman	20220330	9
Jeff Weninger	20220330	1
Marilyn Dondero Loop	20220330	1
Jamaal Bailey	20220330	2
Tim Baxter	20220330	4
Pat Dowell	20220330	3
Burt Jones	20220330	3
Anna Kaplan	20220330	4
Richard Sessoms	20220330	5
Stefano Forte	20220330	10
Alessandra Biaggi	20220330	6
Gary Votour	20220330	8
Karoline Leavitt	20220330	7
Nancy Navarro	20220330	2
Mike Naig	20220330	2
Roger Roth	20220330	1
Ben Clark	20220330	2
Adrian Fontes	20220330	20
Chris Pappas	20220330	1
Bennie Thompson	20220330	49
Glenn Hegar	20220330	4
Kimi Cole	20220330	2
Joe Lombardo	20220330	3
Aaron Lieberman	20220330	2
Jen Jordan	20220330	12
Rushern Baker III	20220330	4
Patty Durand	20220330	15
Tim Grady	20220330	10
Karl Catarata	20220330	4
Geoff Diehl	20220330	2
Holli Sullivan	20220330	1
Nan Whaley	20220330	15
Rodney Glassman	20220330	1
Brian Kemp	20220330	3
George P. Bush	20220330	4
David Perdue	20220330	15
Marco Battaglia	20220330	16
Jon Baron	20220330	7
Henry McMaster	20220330	3
Bee Nguyen	20220330	8
James Gisondi	20220330	9
Joe Biden	20220330	190
Mike Garcia	20220330	7
Ryan Graham	20220330	11
Phil Weiser	20220330	4
Dan Patrick	20220330	5
Gary Swing	20220330	1
George Dungan III	20220330	1
Ana Maria Archila	20220330	26
Rebecca Kleefisch	20220330	1
Tiffany Shedd	20220330	4
Derrick Van Orden	20220330	11
Ben Vig	20220330	1
Stacey Abrams	20220330	87
Lanhee Chen	20220330	2
Lacy Cooper	20220330	2
Carol Blood	20220330	2
Kris Mayes	20220330	6
Jay Kleberg	20220330	4
Cheryl Stephens	20220330	1
Tom Suozzi	20220330	5
Jesse Sullivan	20220330	6
Rochelle Garza	20220330	4
Stephanie Trussell	20220330	5
Shelley Mayer	20220330	1
Kris Kobach	20220330	2
Kari Lake	20220330	41
James Ohrenschall	20220330	1
Richard Michael DeWine	20220330	5
Michael Stading	20220330	2
Jumaane Williams	20220330	18
Kyle Yudes	20220330	4
Randy Feenstra	20220330	5
Beau LaFave	20220330	1
Diana DiZoglio	20220330	1
Luke Warford	20220330	2
Karen DuBois-Walton	20220330	1
James Clyburn	20220330	1
Kirk Penner	20220330	1
Gary Rabine	20220330	2
John Barge	20220330	4
Andrea Stewart-Cousins	20220330	2
Joe Cunningham	20220330	10
Beto O'Rourke	20220330	37
Daphne Jordan	20220330	4
Howie Morales	20220330	2
Reginald Bolding	20220330	7
Luis Daniel Muñoz	20220330	1
Elise Nieshalla	20220330	2
Ron DeSantis	20220330	16
Matthew DePerno	20220330	6
Larry Coleman	20220330	2
John Kellner	20220330	1
Elise Stefanik	20220330	54
Mariannette Miller-Meeks	20220330	13
Cynthia Mendes	20220330	2
Paul Marsh	20220330	2
Gavin Newsom	20220330	6
Joseph Griffo	20220330	1
Vickie Sawyer	20220330	2
Jon Husted	20220330	5
Tim Echols	20220330	6
Yolanda Flowers	20220330	2
Greg Abbott	20220330	64
Lisa Ellis	20220330	3
Steve Sisolak	20220330	9
Chris Winters	20220330	3
Nikki Fried	20220330	13
Natalie Bruno	20220330	3
Mark Ronchetti	20220330	2
Moira McCabe	20220330	1
Kevin Nicholson	20220330	6
Michelle Ugenti-Rita	20220330	3
JB Smiley Jr.	20220330	7
Fitz Johnson	20220330	1
Alison Esposito	20220330	8
Jeff Woolford	20220330	1
Sean Roberts	20220330	1
Will Ainsworth	20220330	1
Ashley Hinson	20220330	1
Ned Lamont	20220330	13
Juliana Stratton	20220330	5
Chris Dempsey	20220330	1
Joy Hofmeister	20220330	1
John Macco	20220330	1
Wes Moore	20220330	10
Daniel McKee	20220330	4
J. Gustavo Rivera	20220330	1
Delilah Barrios	20220330	16
Rob Sand	20220330	10
Jena Griswold	20220330	3
Sarah Stogner	20220330	31
Ashley B. Moody	20220330	3
Charlie Bailey	20220330	1
Sheila Reid-Shaver	20220330	7
Zach Conine	20220330	1
Dawn Buckingham	20220330	1
Steve Marshall	20220330	2
Paul Schimpf	20220330	1
Brian Dahle	20220330	1
Sergio Alcubilla	20220330	2
Alexi Giannoulias	20220330	2
Kevin Stitt	20220330	6
Dana Nessel	20220330	40
Tyler Harper	20220330	2
Jeff Jackson	20220330	5
Lisa Grafstein	20220330	1
Tim Walz	20220330	1
Ashwani Jain	20220330	1
Robert Ortt	20220330	13
Aaron Sims	20220330	9
Donald Davis	20220330	1
Lauren Kuby	20220330	2
Patrick Starnes	20220330	2
Doug Mastriano	20220330	38
Kevin Rinke	20220330	5
Eric Toney	20220330	5
Diego Morales	20220330	1
Warren Daniel	20220330	1
Brad Little	20220330	2
Jeffrey Powell	20220330	3
Michele Fiore	20220330	1
Patricia Spearman	20220330	1
Peter Oberacker	20220330	1
John Milhiser	20220330	2
Frank Hughes Jr.	20220330	14
Anthony Sabatini	20220330	18
Alan Green	20220330	1
Peter Harckham	20220330	10
Lee Zeldin	20220330	20
Janice Laws Robinson	20220330	1
Peter Neronha	20220330	3
Matt Gaetz	20220330	206
Susana Mendoza	20220330	17
Kay Ivey	20220330	1
Kelly Schulz	20220330	5
John Mannion	20220330	1
J.B. Pritzker	20220330	6
