Date	Name	Source	Tweets	TweetCount	SusDomainTweets	SusUserTweets	PeakIQR
20220329	Brad Little	SusDomain	"is a communist globalist. People need to be reminded that it's still illegal to medically discriminate or force people to take shots of ANY kind and that there have been no laws to enforce any of this COVID bullshit. Vote Little OUT!; Like a child molester, people likehas groomed Idaho businesses into following whatever CDC says - freedom and science be darned. Now he turns around and says its ""limited government"" to let them discriminate based on those mandates he did; .locked down his state (despite his denial), arrested church choirs and moms and playgrounds, shut ""non essential business,"" and then now claims to oppose prohibition on vaxx mandates because he is for ""limited government""; .locked down his state (despite his denial), arrested church choirs and moms and playgrounds, shut ""non essential business,"" and then now claims to oppose prohibition on vaxx mandates because he is for ""limited government""; What the hell is wrong with u? U represent RED Idaho. .locked down his state, arrested church choirs &amp; moms, shut down playgrounds &amp; ""non essential business,"" he opposes prohibition on vaxx mandates because he is for ""limited government""; To this day, there is an Idaho woman with pending charges against her for simply bringing her kid to a park during's lockdown. Idaho is a red state with a blue management team.; What the hell is wrong with u? U represent RED Idaho. .locked down his state, arrested church choirs &amp; moms, shut down playgrounds &amp; ""non essential business,"" he opposes prohibition on vaxx mandates because he is for ""limited government""; is a communist globalist. People need to be reminded that it's still illegal to medically discriminate or force people to take shots of ANY kind and that there have been no laws to enforce any of this COVID bullshit. Vote Little OUT!"	314.0	16.0	3.0	4.0
20220329	David Perdue	SusDomain	DOES GA., NEED A LYING GOV? AFTER HAVING A LYING MAN IN THE WH FOR 4YRS. Jared Kushner ‘privately admitted’ his father-in-law’s election lies were bogus: Kushner privately admitted that a lot of what Trump’s lawyers were pushing was a fraud and farce.; Judge's 'very declarative' statement about Trump's criminality is 'a big deal': NYT's Haberman The judge's ruling, which argued that Trump very likely knew his scheme to overturn the 2020 election was illegal.; Judge's damning ruling on Trump will 'reverberate throughout the office' at the DOJ: Ex-FBI official A federal judge issued a ruling stating that former President Donald Trump likely committed a felony.; Judge's 'very declarative' statement about Trump's criminality is 'a big deal': NYT's Haberman The judge's ruling, which argued that Trump very likely knew his scheme to overturn the 2020 election was illegal.; Judge's damning ruling on Trump will 'reverberate throughout the office' at the DOJ: Ex-FBI official A federal judge issued a ruling stating that former President Donald Trump likely committed a felony.; The disturbing link between Ginni Thomas and the right-wing People's Convoy	631.0	6.0	18.0	1.5
20220329	J.B. Pritzker	SusDomain	We know exactly who you are.; Your family is making huge profits on making people think they were born in the wrong body.	895.0	4.0	6.0	3.0
20220330	Kathy Hochul	SusDomain	"Blame New York polsfor the city's high jobless ratevia; And Albany political hacks(D-NY)maintain their hard pro-crime line in favor of the Bail Elimination Act (""bail reform""). 🔫🗡🪓; CORRUPTION!!!; And Albany political hacks(D-NY)maintain their hard pro-crime line in favor of the Bail Elimination Act (""bail reform""). 🔫🗡🪓; Blame New York polsfor the city's high jobless ratevia"	3261.0	8.0	21.0	1.5
20220331	Janet T. Mills	SusDomain	.sayshas emerged from theas a desirable place to live.reports; Gov. Mills says Maine economy is on the right trackInvestments in job creation, high-speed internet and an influx of new residents are setting the state up for future growth,said.	88.0	2.0	3.0	1.5
20220331	Josh Shapiro	SusDomain	"lol! Yeah! the 𝕞are fine!!! No election fraud !!!Your favorite Dems on camera insisting the machines are being hacked :; WOW! PA Election Observer Drops BOMBSHELL – Says DOJ Showed Up at Her Door to Question Her After She Testified (VIDEO)Web Archive:; "" However, combining the samples produces significant results and implies at least 10,000 additional votes for Biden in Pennsylvania’s Allegheny and Georgia’s Fulton counties.""; “Baggies of USBs” – PA Witness Gives Explosive Testimony: I Personally Observed USB Cards Being Uploaded to Voting Machines – Now ’47 USB Cards are Missing, Nowhere...Decentralized PDF Archive:Web Archive:; Pennsylvania Judge Files Memorandum Stating 2020 PA Election Likely Unconstitutional – Trump Case “Likelihood to Succeed” – Gives State Legislators Power to Choose Electors!Web Archive:; WOW! PA Election Observer Drops BOMBSHELL – Says DOJ Showed Up at Her Door to Question Her After She Testified (VIDEO)Web Archive:; lol! Yeah! the 𝕞are fine!!! No election fraud !!!Your favorite Dems on camera insisting the machines are being hacked :; Fuck junk Shapiro.; EXCLUSIVE: USB DRIVES Were Suspiciously Stolen, Transferred and Inserted Into Voting Systems Used in Swing States in 2020 Election Georgia GA WI PA MI AZDecentralized PDF Archive:Web Archive:; WOW! PA Election Observer Drops BOMBSHELL – Says DOJ Showed Up at Her Door to Question Her After She Testified (VIDEO)Web Archive:"	5680.0	13.0	54.0	4.0
20220331	Katie Hobbs	SusDomain	Good morning Katie.; Keep an eye 👁 n her and mad family.; Your tweet was quoted in an article by Post; Heyhow you doing?Remember, Treason doesn't pay well in the end.; Guess you cant run for governor anymore lmao; Keep an eye 👁 n her and mad family.; Your tweet was quoted in an article by Post; Your tweet was quoted in an article by Post; Up yours Hobbs! You liberal shitbird.; 👀	1723.0	15.0	20.0	4.0
20220331	Kevin Stitt	SusDomain	"Bishop accompanied Peters to the Lindell event and also spoke from the stage. “In Colorado, we are a red state,” she told the gathering, though by any conceivable objective measure the state is solidly blue.; Oklahomahas signed a bill into law saving girls and women’s sports in the Sooner State.; They have XY bodies.To all the woke clowns, how’d it work out in Connecticut???; Oklahomahas signed a bill into law saving girls and women’s sports in the Sooner State.; ""told Carlson that 'literally half our state' was now off bounds to state law enforcement thanks to the July 2020 ruling, which he said was causing a surge in crime.""; They have XY bodies.To all the woke clowns, how’d it work out in Connecticut???; Embattled Mesa County clerk Tina Peters appears with militia supporters in video call that included endorsement of violence; Your tweet was quoted in an article by humanevents; ""told Carlson that 'literally half our state' was now off bounds to state law enforcement thanks to the July 2020 ruling, which he said was causing a surge in crime.""; ""told Carlson that 'literally half our state' was now off bounds to state law enforcement thanks to the July 2020 ruling, which he said was causing a surge in crime."""	4975.0	164.0	7.0	4.0
20220331	Steve Sisolak	SusDomain	BREAKING: Building upon his work to reduce air pollution from transportation,just committed Nevada to a multi-state agreement to transition large delivery vans, garbage trucks, buses, big rigs, and more toby 2050!1/6; Underserved communities are more likely to be located near highways and facilities that are major sources of pollution from freight trucks, delivery vans, buses, &amp; more. That’s why today’sannouncement fromis so important! 👇; BREAKING: Building upon his work to reduce air pollution from transportation,just committed Nevada to a multi-state agreement to transition large delivery vans, garbage trucks, buses, big rigs, and more toby 2050!1/6; Communities of color &amp; low-income communities are more likely to live near roads &amp; highways—major sources of toxic pollution. Thank youfor taking action to electrify trucks &amp; buses to reduce emissions and clean up our air.; Communities of color &amp; low-income communities are more likely to live near roads &amp; highways—major sources of toxic pollution. Thank youfor taking action to electrify trucks &amp; buses to reduce emissions and clean up our air.; BREAKING:continues to lead the charge forby joining 16 other states in an agreement to bring more clean and zero-emission trucks, vans, &amp; buses to our state! Learn more about👇; Underserved communities are more likely to be located near highways and facilities that are major sources of pollution from freight trucks, delivery vans, buses, &amp; more. That’s why today’sannouncement fromis so important! 👇; BREAKING: Building upon his work to reduce air pollution from transportation,just committed Nevada to a multi-state agreement to transition large delivery vans, garbage trucks, buses, big rigs, and more toby 2050!1/6	1373.0	8.0	14.0	1.5
20220401	Beto O'Rourke	SusDomain	If a you're interested in gift cards Click the link below...👇🏻👇🏻; GREAT NEWS:only trails Greg Abbott by 2 percentage points for Texas Governor, according to a new Texas Lyceum Poll. Help ushere:; You're asking for a source that isn't looked at enough. And when they are looked at the trans community shuns them, disowns them, and calls them traitors to the point they leave the community all together and aren't found for questioning.; is a total loser. He's an embarrassment. Beto O'Rourke roasted for wearing 'Don't mess with trans kids' shirt: 'Adult men fangirling over trans kids is extremely creepy'; Neo-libs gonna posture and make pretty speeches.; Link 🔗 to get this Shirt; Watch out people, this guy has a sick mind, before and now. Don't be manipulated by him. Protect your young from him. He is evil.; Those teeth need to be messed with bad. John Hopkins former chief of psychiatry said this was a mental illness. Why do we allow this BS?; Watch out people, this guy has a sick mind, before and now. Don't be manipulated by him. Protect your young from him. He is evil.; Those teeth need to be messed with bad. John Hopkins former chief of psychiatry said this was a mental illness. Why do we allow this BS?	23390.0	28.0	48.0	4.0
20220401	Heidi Ganahl	SusDomain	ICYMI:joinsto expand on theeditorial: 'Power to the people - and parents - this November.' She also addresses the recentcontroversy in Florida, and how she plans to fight for Colorado parents as governor.; ICYMI:joinsto expand on theeditorial: 'Power to the people - and parents - this November.' She also addresses the recentcontroversy in Florida, and how she plans to fight for Colorado parents as governor.	44.0	2.0	5.0	4.0
20220401	Richard Michael DeWine	SusDomain	On March 14,signed a bill into law that changes gun carrying restrictions in the state; DEWINE CONCEALED (YET RECORDED) RAPE/ATTEMPTED MURDER:🔥 OHIO MASONIC EXPOSURE:AFFIDAVITS (40 sec upload):	242.0	6.0	3.0	4.0
20220404	Lee Zeldin	SusDomain	3.4 million folks in NYS have diabetes—doesn't care if they're gouged for insulin either. All he cares abt is the photo op w/the Juvenile Diabetes Research Fdn. Classic Zeldin. Check out his votes—they don't lie.; One party Democrat chaos ends whenis elected Governor this November. Poll of New Yorkers show strong momentum for! 🇺🇸🐘👊🏼!; The race for Governor of New York is already looking tight—and it's only April.; does not win even in the polls made by his own party! Pathetic830 people poll is a GOP joke; The race for Governor of New York is already looking tight—and it's only April.; 3.4 million folks in NYS have diabetes—doesn't care if they're gouged for insulin either. All he cares abt is the photo op w/the Juvenile Diabetes Research Fdn. Classic Zeldin. Check out his votes—they don't lie.; One party Democrat chaos ends whenis elected Governor this November. Poll of New Yorkers show strong momentum for! 🇺🇸🐘👊🏼!; 3.4 million folks in NYS have diabetes—doesn't care if they're gouged for insulin either. All he cares abt is the photo op w/the Juvenile Diabetes Research Fdn. Classic Zeldin. Check out his votes—they don't lie.; 3.4 million folks in NYS have diabetes—doesn't care if they're gouged for insulin either. All he cares abt is the photo op w/the Juvenile Diabetes Research Fdn. Classic Zeldin. Check out his votes—they don't lie.; The race for Governor of New York is already looking tight—and it's only April.…	1551.0	117.0	19.0	4.0
20220404	Michelle Lujan Grisham	SusDomain	Are you on? Become a grassroots supporter today and help usin November!	279.0	3.0	5.0	1.5
20220405	Greg Abbott	SusDomain	STOP Execution April 27 Sign the petition urging Governorto stop his execution.It's stories like Melissa's that make me speak so loudly about the death penalty in general and why it should be banned when innocent people are suffering.; STOP Execution April 27 Sign the petition urging Governorto stop his execution.It's stories like Melissa's that make me speak so loudly about the death penalty in general and why it should be banned when innocent people are suffering.; EXCLUSIVE: Leaked DHS Document Reveals Biden’s Mass-Migration Plan Offers ‘Broadscale Release Mechanisms’via; You can follow Tennessee’s lead and get rid of those pesky age requirements. It might not illuminate all rape but it would help.; Cartoon: Abbott about-face; .Melissa Lucio is scheduled to be executed on April 27 for a crime that never occurred. Please grant Ms. Lucio clemency and prevent an irreversible injustice.; You can follow Tennessee’s lead and get rid of those pesky age requirements. It might not illuminate all rape but it would help.; STOP Execution April 27 Sign the petition urging Governorto stop his execution.; Please help. I just called and it’s 4:13 am. As a parent it’s hard to watch every second of a child’s life. So please .Melissa Lucio is scheduled to be executed on April 27 for a crime that never occurred.; STOP Execution April 27 Please sign the petition to urge Governorto stop her execution.It’s stories like Melissa’s that make me speak so loud about the death penalty in general and why it should be banned when innocent people are suffering	5870.0	85.0	42.0	1.5
20220405	Stacey Abrams	SusDomain	"They saw that some of these mules would visit these drop boxes every night. And then go to Stacey Abrams’ headquarters and then go back to the drop boxes..; Yesterday it was revealed that the ballot harvesters always stopped at Stacey's True the Vote office on the way to break the law; EXCLUSIVE: DEMOCRATS IMPLICATED -- Georgia Ballot Traffickers Were Using Democrat Officials' Offices as Stopping Points During Ballot Drop RunsDo you think this will go away? It is not going away; Or maybe they paid her rent.; Speaking of Stacey …; Don't forget JUSTICE.; Don't forget JUSTICE.; ""They saw that some of these mules would visit these drop boxes every night. And then go to Stacey Abrams’ headquarters and then go back to the drop boxes."".; The benefits ofoppression and suffering; The benefits ofoppression and suffering"	3372.0	14.0	50.0	4.0
20220406	Josh Shapiro	SusDomain	Do you and your team normally commit felonious gun crimes?; Potential for Fraud Is Why Mail-In Elections Should Be Dead LetterWhy does JOSH keep pushing vote by mail?You decide; New Videos Capture Pennsylvania Officials Hiding Evidence Of Alleged Election Fraud; Potential for Fraud Is Why Mail-In Elections Should Be Dead LetterWhy does JOSH keep pushing vote by mail?You decide	2542.0	5.0	56.0	1.5
20220406	Matt Salmon	SusDomain	Sickening ...	82.0	2.0	11.0	4.0
20220406	Nikki Fried	SusDomain	Lets look at a few really hard facts about democrat rule&amp; ht…; Lets look at a few really hard facts about democrat rule&amp;&amp;especially those leaders that appear to have true ethical concerns; Lets look at a few really hard facts about democrat rule&amp;; Lets look at a few really hard facts about democrat rule&amp;&amp;especially those leaders that appear to have true ethical concerns	90.0	5.0	10.0	4.0
20220407	Brian Kemp	SusDomain	C'mon Georgia!stopped Senate from confirming House changes to SB89 that has language to unseal GA election ballots &amp; improve chain of custody. Would have allowed counterfeit ballots to be detected &amp; electronic votes verified.; You are crooked and don’t deserve to be Georgia’s governor! I wonder how much the rigged system favors you?; You're not going to last. GA voters see exactly what kind RINO you are.; You are crooked and don’t deserve to be Georgia’s governor! I wonder how much the rigged system favors you?; It would have just been more honorable to drop out of your races.; C'mon Georgia!stopped Senate from confirming House changes to SB89 that has language to unseal GA election ballots &amp; improve chain of custody. Would have allowed counterfeit ballots to be detected &amp; electronic votes verified.; Why did you block this election integrity bill?; Kemp aiding and abetting election cheating again! Primary him out of office.; Loser; These 2 are protecting a criminal voting fraud enterprise. There is NO other reason you would block this.and his Lt. are gone in Nov! The voters lose again. Georgia’s Corrupt Governor Kemp and Lt. Gov. Duncan Block Election Integrity Bill	847.0	19.0	12.0	4.0
20220408	Doug Mastriano	SusDomain	Let's go PA! Republican Voter Registrations Surging in Pennsylvania Ahead of May 17 Primary; The good people of the great state of PA know what to do: Vote forfor Governor!He is the leader Pennsylvania needs!Republican Voter Registrations Surging in Pennsylvania Ahead of May 17 Primary; The good people of the great state of PA know what to do: Vote forfor Governor!He is the leader Pennsylvania needs!Republican Voter Registrations Surging in Pennsylvania Ahead of May 17 Primary; Let's go PA! Republican Voter Registrations Surging in Pennsylvania Ahead of May 17 Primary…	295.0	6.0	28.0	4.0
20220408	Joy Hofmeister	SusDomain	8th Grade Science Teacher Tamarah Danzy Wins $25,000 National Milken Educator Award:; 8th Grade Science Teacher Tamarah Danzy Wins $25,000 National Milken Educator Award:; 8th Grade Science Teacher Tamarah Danzy Wins $25,000 National Milken Educator Award:; 8th Grade Science Teacher Tamarah Danzy Wins $25,000 National Milken Educator Award:…	82.0	9.0	5.0	4.0
20220408	Lee Zeldin	SusDomain	"One party chaos ends when⁩is elected Governor this November.; One party chaos ends when⁩is elected Governor this November.; Except could’ve happened long ago if it weren’t for Biden Remembering the Black woman Biden blocked from the Supreme Court | American Enterprise Institute - AEI;  ,,,,,,,: As a NYC Democrat, I'm FED UP with the ideology-driven policies of a ""progressive"" machine that's hijacked my party. ENOUGH!via; Except could’ve happened long ago if it weren’t for Biden Remembering the Black woman Biden blocked from the Supreme Court | American Enterprise Institute - AEI; it's getting CLOSER every day these TYRANTS won't be able to walk the streets there's more of us than there are them!; Except could’ve happened long ago if it weren’t for Biden Remembering the Black woman Biden blocked from the Supreme Court | American Enterprise Institute - AEI;  ,,,,,,: We need more than ""changes,"": we need the ELIMINATION of failed ""progressive"" policies that have legitimized violent crime.via; Biden said he picked her cause she’s black! He also picker her cause she goes easy on Pedos like him &amp; his son! Ketanji Brown Jackson’s Record on Sex Offenses"	3321.0	9.0	18.0	1.5
20220408	Ned Lamont	SusDomain	Coming to a CT nursing home near you...; Coming to a CT nursing home near you...; Well of course Ned Lamont would support this; Insurers and their middlemen determine what patients pay for medicine and are making a profit. Let’s find solutions that help patients, not middlemen. Opposeand supportto medicines and innovation....; Well of course Ned Lamont would support this	1566.0	7.0	12.0	1.5
20220408	Tina Kotek	SusDomain	Yes. Here is the Oregon Tina has created. Big things!	250.0	6.0	4.0	4.0
20220409	Delilah Barrios	SusDomain	Al-Rahma Charity Association is a well-known trusted organization in the Gaza Strip, show your solidarity with our just cause, support our activities, or buy from our store🔥(free shipping🔥)	58.0	2.0	8.0	4.0
20220410	Charlie Crist	SusDomain	Republican “family values”.; For all of you that just are not sure what to do when voting for Governor - They get report cards too!rocked it withI guess whenare telling their tales, means they must not have done their homework!; Rep. Massie: Dems could lable Mothers Could Be 'Domestic Terrorists' for Refusing Corporate Vaccines |via; For all of you that just are not sure what to do when voting for Governor - They get report cards too!rocked it withI guess whenare telling their tales, means they must not have done their homework!; God help the USA if Ron DeSantis becomes elected president in 2024; Rep. Massie: Dems could lable Mothers Could Be 'Domestic Terrorists' for Refusing Corporate Vaccines |via; Rep. Massie: Dems could lable Mothers Could Be 'Domestic Terrorists' for Refusing Corporate Vaccines |via; For all of you that just are not sure what to do when voting for Governor - They get report cards too!rocked it withI guess whenare telling their tales, means they must not have done their homework!	1820.0	13.0	30.0	4.0
20220411	Brian Kemp	SusDomain	"Why are you covering up organized election crime?; Brian Kemp's Lackey and GBI Director Vic Reynolds Leaked Private Info of Brave Election Integrity Activists to Liberal Media - True the Vote Threatens Legal Actionvia; Why are you covering up organized election crime?; We aren’t fired up to election this crook!; andare corrupt. bury TrueTheVote. Flashback: Never Forget - Brian Kemp and GBI Director Vic Reynolds Leaked Serious Confidential Info to Public on True the Vote's Ballot Trafficking Investigationvia; Corruption at the highest levels!; Flashback: Never Forget - Brian Kemp and GBI Director Vic Reynolds Leaked Serious Confidential Info to Public on True the Vote's Ballot Trafficking Investigationvia; MUST SEE: Engelbrecht and Phillips on the Charlie Kirk Show on 2020 Fraud and ""2000 Mules"" - Cross-State Ballot Traffickers ID'ed -Implicated - 1155 Ballot Traffickers in PA (VIDEO) 🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘; Just a complete crook!; Flashback: Never Forget - Brian Kemp and GBI Director Vic Reynolds Leaked Serious Confidential Info to Public on True the Vote's Ballot Trafficking Investigationvia"	333.0	21.0	5.0	4.0
20220411	Josh Shapiro	SusDomain	An inebriated 😵‍💫has AN ANNOUNCEMENT akin to this:; IT IS time to take out THE TRASH! Be suregoes last, so she can eat the dirt of others scum!Why are these five Senate Democrats working with Republicans to block the Biden admin on Title 42?; When are you starting indictments and prosecution on now proven felony shenanigans and willful felony destruction of election voting machine tapes in Delaware county?DO YOUR JOB!!!!; The Secure Fence Act of 2006 isn’t just about fences — it mandates thatprevent all illegal entries. Dementiaignoring it.; IT IS time to take out THE TRASH! Be suregoes last, so she can eat the dirt of others scum!Why are these five Senate Democrats working with Republicans to block the Biden admin on Title 42?; When are you starting indictments and prosecution on now proven felony shenanigans and willful felony destruction of election voting machine tapes in Delaware county?DO YOUR JOB!!!!; The Secure Fence Act of 2006 isn’t just about fences — it mandates thatprevent all illegal entries. Dementiaignoring it.; Still can't stop cheating.	3792.0	8.0	100.0	3.0
20220411	Matt Salmon	SusDomain	My new op-ed with former Maricopa County Sheriff Joe Arpaio →	49.0	4.0	4.0	4.0
20220411	Ned Lamont	SusDomain	"is tomorrow! 🎉 Join hundreds of your fellow business leaders into connect and share your concerns and challenges with state legislators and! Register now:; Connecticut policies fail again!Florida policies succeed again!Why is CT STUBBORNLY not mimicking WIDE RANGING policy successes in Florida?Connecticut is not ""Different""Connecticut is not ""Special""; is tomorrow! 🎉 Join hundreds of your fellow business leaders into connect and share your concerns and challenges with state legislators and! Register now:; So Connecticut'sgot a D for his mismanagement of the state the last two years and NJ got an F- 🥴 New York just a regular F 😵‍💫; . 's CT gets a D grade...We can do better than Ned.; Steve you should seriously move. Remember when you told me Desantis was a moron and Everyone in Florida would die? Ya you were spot on there too. Please put a mask on. I worry about you; So Connecticut'sgot a D for his mismanagement of the state the last two years and NJ got an F- 🥴 New York just a regular F 😵‍💫"	696.0	23.0	11.0	4.0
20220411	Rob Astorino	SusDomain	Is it ok if I am more concerned with our southern border being invaded by millions who have covid, are not required to be vaxxed and are bringing in child rape, criminality and fetanyl than Ukraine? Or am I a putin stooge?; Astorino Says Secret Biden Flights From Southern Border Back At NY Airport	973.0	2.0	6.0	4.0
20220412	Bob Stefanowski	SusDomain	This pandemic &amp; how each state handled it, affected every person. If you are undecided on how to vote in November, then this study should convince you to vote Republican. Connecticut received a D!!; This pandemic &amp; how each state handled it, affected every person. If you are undecided on how to vote in November, then this study should convince you to vote Republican. Connecticut received a D!!	343.0	2.0	6.0	4.0
20220412	Charlie Crist	SusDomain	"Troll better.; We can thank illegitimate current administration Soros, Obama and Soros words ""My lifelong dream is to see the destruction of the U.S"" will be seen as real. 81 days will show us what your globalist party has done to destroy our Country.; This picture should maje every American cringe…this is what Crist’s supports…CHILD ABUSE…all about her!; Here's whywill win his reelection bid by a landslide. Florida ranks in the top 5, overall. His out-of-touch opposition, sorryand persnickety, have ill-advisedly criticized his pandemic response.via; This picture should maje every American cringe…this is what Crist’s supports…CHILD ABUSE…all about her!; Troll better."	12199.0	7.0	22.0	1.5
20220412	Janet T. Mills	SusDomain	“With Maine people grappling with inflation she does not believe it is appropriate to increase costs for car inspections,” saidspokeswoman Lindsay Crete in an email a day after the House voted in favor of the fee increase.; GREAT NEWS! The bill (LD 1639) that closes Maine's out-of-state waste loophole is going to the Governor's desk! Even better, spokesperson forhas indicated that she will sign it!; Maine Legislature sent a bill tothat will help prevent unplanned pregnancies by expanding women’s access to contraception. TYin the Senate &amp;in the House &amp; those who helped the effort.	94.0	3.0	3.0	4.0
20220412	Kathy Hochul	SusDomain	"REPOCitizens to buy Medicaid for illegal migrants in Communist governor$220B budget; REPOCitizens to buy Medicaid for illegal migrants in Communist governor$220B budget; GOOD RIDDANCE!!!!!; You’re just another liberal socialist.; REPOCitizens to buy Medicaid for illegal migrants in Communist governor$220B budget; in 2021: ""[i]t will be somebody who is no stranger to me, but also someone that will carry on the vision of my administration…” New York Lt. Gov. Brian Benjamin resigns after arrest in campaign finance schemevia; following brilliantly in the steps of NY pols. Bravo, babe, bravo. New York Lt. Gov. Brian Benjamin arrested in campaign finance schemevia; REPOCitizens to buy Medicaid for illegal migrants in Communist governor$220B budget; Who needs news of violence in the Ukraine or Mogadishu when we have a plethora of “blue” USrun cities to offer up all the headlines of carnage needed"	1249.0	9.0	5.0	1.5
20220412	Kevin Stitt	SusDomain	"Oklahoma'ssigned a bill today making it a felony to perform an abortion in the state. The bill passed the house in April with strong support. It will go into effect this summer unless blocked by courts.at: ; Thank youfor signing the bill to ban abortions!; Thank youfor signing the bill to ban abortions!; “We want Oklahoma to be the most pro-life state in the country.""Oklahomasigns new pro-life bill into law, enacting some of the strongest protections for the unborn and their mothers in the nation.; “We want Oklahoma to be the most pro-life state in the country.""Oklahomasigns new pro-life bill into law, enacting some of the strongest protections for the unborn and their mothers in the nation."	6597.0	39.0	16.0	4.0
20220412	Lee Zeldin	SusDomain	You better worry about Colorado and not New York. The GOP there is primarying you. You aren't liked in your own state. You are already in the trash heap; Has not passed a single bill Since her term began, Boebert has failed to sponsor any successful legislation. In fact, her sponsored work has yet to even pass through a single committee.; Imagine the worst of the worst of the worst being held (because there is only room for 825 max per borough). Building a jail specifically in a place with excellent transportation OUT of the jail to JFK &amp; a residential area - what could go wrong? ROLFMAO.; Imagine the worst of the worst of the worst being held (because there is only room for 825 max per borough). Building a jail specifically in a place with excellent transportation OUT of the jail to JFK &amp; a residential area - what could go wrong? ROLFMAO.; Embattled Mesa County clerk Tina Peters appears with militia supporters in video call that included endorsement of violence; Broke federal campaign law Adding to a long rap sheet, Boebert is now under investigation by the Federal Election Commission for breaking federal campaign law; Has not passed a single bill Since her term began, Boebert has failed to sponsor any successful legislation. In fact, her sponsored work has yet to even pass through a single committee.; Lauren Boebert Embarrasses Herself While Trying To Discuss Fentanyl; Broke federal campaign law Adding to a long rap sheet, Boebert is now under investigation by the Federal Election Commission for breaking federal campaign law; The DemoRats roll back pension reform,Holchul'$ give-away to the Buffalo Bills, no substantive criminal reform, now .. NYers buy Medicaid for illegal migrants in Gov. Hochul, Dems’ $220B budget!	2189.0	20.0	20.0	4.0
20220412	Stacey Abrams	SusDomain	Lara Hodgson joinson REfresh TOMORROW to talk about her newly published book, LEVEL UP, co-authored with, to reveal the unseen tethers that keep us from growing &amp; thriving. April 13th at 12pm on Zoom &amp; Facebook Live. 🔗; FACT: Its Warnock, Ossoff, Dickens and soon Abrams. Democrate run cities:; Pres. can 🛑🏛SCOTUS from decimating! ⏰DEMAND✍🏻22SAVE🔑will🐝basis 4Fundamental Right2🚫Handmaids Hell ☎️📖👇🏼Re🦜; FACT: Its Warnock, Ossoff, Dickens and soon Abrams. Democrate run cities:	2439.0	7.0	49.0	1.5
20220412	Steve Sisolak	SusDomain	Nevada ranked in the bottom 10. Great job,; Nevada ranked in the bottom 10. Great job,; We cannot never be glad about this!🧐😓🤑😳🙄; Nevada ranked in the bottom 10. Great job,; Nevada ranked in the bottom 10. Great job,; We also thank, who after signing AB 93 in 2019, allowed nonprofits like Clean Up the Lake to also receive Lake Tahoe License Plate grants. You can help support other conservation projects atby purchasing your own license plate at; Bring this news to the seniors 🧐😓🤑 ; We cannot never be glad about this!🧐😓🤑😳🙄; “How we transport ourselves and move goods across the U.S. matters for our economy, for our environment, and for the health and well-being of our communities,” says. TY, Gov Sisolak, for being a leader in thetransition.; “How we transport ourselves and move goods across the U.S. matters for our economy, for our environment, and for the health and well-being of our communities,” says. TY, Gov Sisolak, for being a leader in thetransition.	1031.0	11.0	12.0	3.0
20220412	Tony Evers	SusDomain	The lockdowns did NOT work. Not thatEvers cares.	846.0	4.0	13.0	3.0
20220413	Brad Little	SusDomain	Idaho is latest state to join lawsuit to block ending of Title 42via; Idaho Supreme Court Temporarily Blocks Texas-Style Heartbeat Law Banning Abortionsvia	311.0	13.0	5.0	4.0
20220413	Greg Abbott	SusDomain	.Melissa Lucio is scheduled to be executed on April 27 for a crime that never occurred. Please grant Ms. Lucio clemency and prevent an irreversible injustice. Or live with blood on your hands.; Texas Gov. Greg Abbott can't keep teachers safe in their schools. Texas school district moves to a four-day week due to teacher burnout.; How cansleep at night? Pure evil!; .client Melissa Lucio faces execution on April 27, for a crime that never occurred.&amp; the Texas Board of Pardons and Parole must intervene. Call them now: 956-446-2866; Beto says Biden needs to be better prepared before ending Title 42; Yup. While the dumbass right wing praise his humorous attempt at bashing Democrats for open borders,could be charged for every illegal he transports to a blue state and it could cost him his job....which wouldnt be a bad thing.; YOUR RIGHT! It actually saves money. This might help the ignorant ones talking BS at you. Increased population impacts state infrastructure adds to need for state paid cost for this and additional social programs not covered by feds.; 🤔; WIN! WIN! WIN!; Thank this guy	76439.0	108.0	471.0	1.5
20220413	Jumaane Williams	SusDomain	"My brother why...; Not really unclear. This is what happens when you crank out an anti-white agenda and critical race theory 24/7/365 coupled with failing to investigate government fraud like ThriveNYC's missing billions.; doesn'tliterally live on the military base in Brooklyn, a 24/7 secured compound?;  ,,,,,: For 10 years, ""progressives"" like,cut public safety laws and hobbled police. Rising crime is the snowballing result.via;  ,,,,,: This says it all. Blame crime-coddling ideologues like,,,, and of course,.via;  ,,,,,: For 10 years, ""progressives"" like,cut public safety laws and hobbled police. Rising crime is the snowballing result.via; Radical racial divisiveness; doesn'tliterally live on the military base in Brooklyn, a 24/7 secured compound?"	795.0	8.0	14.0	1.5
20220413	Tina Kotek	SusDomain	Your top staffer was arrested at the antifa riots in Portland. Are you antifa as well is this the reason why our state burned to the ground and had riots and murders for over 200 days? Were you a part of antifa are you antifa?; Did you stand for our children here in Oregon when antifa tinas my top staffers and other staff members were burning down Oregon; Housing tinas Antifa staff members; Did you stand for our children here in Oregon when antifa tinas my top staffers and other staff members were burning down Oregon; Did you stand for our children here in Oregon when antifa tinas my top staffers and other staff members were burning down Oregon	271.0	5.0	5.0	4.0
20220414	Andrew Giuliani	SusDomain	Rudy Giuliani is having another normal one	308.0	13.0	10.0	4.0
